geo_key,year,net_interprovincial,net_intraprovincial,geo_name,geo_type,province,avg_rent,share_25_44,share_65plus,population,intl_inmigration,natural_increase_rate,unemployment_rate,participation_rate,rd_provincial,rent_deviation,log_population
"trois-riviã¨res, quebec",2009,-54,775,"Trois-RiviÃ¨res (CMA), Quebec",CMA,Quebec,464.375,0.2413795400644869,0.18026354358195432,150108.0,339,1.0392517387481015,8.8,65.3,7844.0,-33.0,11.919110314002742
"trois-riviã¨res, quebec",2010,-81,689,"Trois-RiviÃ¨res (CMA), Quebec",CMA,Quebec,476.0,0.2387001185302252,0.18588831818780455,151860.0,256,0.03292506255761886,8.2,65.3,7950.0,-31.5625,11.930714322767225
"trois-riviã¨res, quebec",2011,-37,586,"Trois-RiviÃ¨res (CMA), Quebec",CMA,Quebec,492.375,0.23724219903083815,0.19115476548111962,153122.0,358,1.0057339898904143,8.0,65.1,8406.0,-26.375,11.938990268252471
"trois-riviã¨res, quebec",2012,-112,534,"Trois-RiviÃ¨res (CMA), Quebec",CMA,Quebec,493.25,0.23524901226866293,0.19657803077562902,153888.0,259,0.25992929923060926,7.9,65.1,8294.0,-22.6875,11.943980344077389
"trois-riviã¨res, quebec",2013,-102,782,"Trois-RiviÃ¨res (CMA), Quebec",CMA,Quebec,492.0,0.23423960208800176,0.20217478595391372,154406.0,295,0.2137222646788337,7.8,65.3,8454.0,-33.5625,11.947340775921406
"trois-riviã¨res, quebec",2014,-178,600,"Trois-RiviÃ¨res (CMA), Quebec",CMA,Quebec,498.0,0.23366617277588095,0.2083231334149327,155230.0,270,-0.6828576950331765,7.9,64.8,9081.0,-37.3125,11.95266316702049
"trois-riviã¨res, quebec",2015,-81,814,"Trois-RiviÃ¨res (CMA), Quebec",CMA,Quebec,509.625,0.2332220367278798,0.21376653396686784,155740.0,315,-0.43020418646462055,7.7,64.9,8770.0,-34.5,11.955943229130977
"trois-riviã¨res, quebec",2016,-73,874,"Trois-RiviÃ¨res (CMA), Quebec",CMA,Quebec,520.5,0.2338495109392646,0.21891928105200698,156729.0,319,-0.5487178505573315,7.2,64.6,8826.0,-34.6875,11.962273478228346
"trois-riviã¨res, quebec",2017,8,638,"Trois-RiviÃ¨res (CMA), Quebec",CMA,Quebec,529.75,0.23719189163467944,0.22563207816514927,157615.0,234,-1.6686229102560037,6.1,64.9,9450.0,-32.5,11.967910629541784
"trois-riviã¨res, quebec",2018,31,857,"Trois-RiviÃ¨res (CMA), Quebec",CMA,Quebec,534.25,0.24023798083002454,0.23287853114488757,158164.0,268,-1.820894767456564,5.5,65.0,9957.0,-37.75,11.971387748369406
"vancouver, british columbia",2001,-3361,-3542,"Vancouver (CMA), British Columbia",CMA,British Columbia,834.625,0.33354340329723114,0.11866495719824485,2075499.0,34468,4.087209870975606,7.7,64.0,1760.0,237.5,14.545712164663502
"vancouver, british columbia",2002,-1461,-3654,"Vancouver (CMA), British Columbia",CMA,British Columbia,867.25,0.3282155690333826,0.11940735660758807,2099745.0,28684,4.232418698461004,8.5,65.0,1949.0,254.625,14.557326466749178
"vancouver, british columbia",2003,2340,-5514,"Vancouver (CMA), British Columbia",CMA,British Columbia,879.0,0.3223268071755782,0.12060303643179834,2117683.0,32317,3.8707398604984786,8.0,65.5,2050.0,256.25,14.565833124442364
"vancouver, british columbia",2004,2973,-5481,"Vancouver (CMA), British Columbia",CMA,British Columbia,898.25,0.31786513918425024,0.12170557008561655,2135802.0,36008,3.850075990190102,7.2,65.3,2263.0,270.5,14.574352778136412
"vancouver, british columbia",2005,3131,-5626,"Vancouver (CMA), British Columbia",CMA,British Columbia,915.125,0.31443327581979913,0.1225926422766108,2161810.0,38313,3.8740684889051304,5.9,65.4,2414.0,265.5,14.586456391728358
"vancouver, british columbia",2006,4039,-5927,"Vancouver (CMA), British Columbia",CMA,British Columbia,947.5,0.3113062767088773,0.12411914071328997,2190049.0,32265,4.1350672975810125,4.9,65.8,2432.0,301.25,14.599434475971604
"vancouver, british columbia",2007,3896,-5606,"Vancouver (CMA), British Columbia",CMA,British Columbia,982.0,0.3087754460798037,0.12533917212024331,2218269.0,36649,4.149181185870605,4.4,66.2,2838.0,278.625,14.612237719971395
"vancouver, british columbia",2008,4603,-1954,"Vancouver (CMA), British Columbia",CMA,British Columbia,1029.875,0.3062755519759012,0.126484997236905,2254718.0,35997,4.511872438149693,4.8,66.4,2947.0,283.375,14.628535467666461
"vancouver, british columbia",2009,3600,-1825,"Vancouver (CMA), British Columbia",CMA,British Columbia,1067.25,0.3045155366532283,0.12773794911486552,2302362.0,36881,4.346405995234459,7.8,66.2,2911.0,285.5,14.649446110462014
"vancouver, british columbia",2010,1079,-2060,"Vancouver (CMA), British Columbia",CMA,British Columbia,1091.125,0.30338360481296556,0.12918261097923658,2345664.0,32886,4.083705083080953,7.8,65.8,3020.0,301.625,14.66807907543184
"vancouver, british columbia",2011,-2472,-3160,"Vancouver (CMA), British Columbia",CMA,British Columbia,1124.5,0.301525771669025,0.13187239949190033,2376699.0,29637,4.005134853004104,7.6,65.2,3046.0,327.5,14.681223108117907
"vancouver, british columbia",2012,-2500,-3454,"Vancouver (CMA), British Columbia",CMA,British Columbia,1146.625,0.2997147700103634,0.13511176632519686,2422957.0,29836,4.118108575595853,6.9,65.3,3025.0,325.0,14.70049925304606
"vancouver, british columbia",2013,1496,-4384,"Vancouver (CMA), British Columbia",CMA,British Columbia,1168.0,0.2974106572260375,0.1392487396151388,2464525.0,30450,3.803978454266035,6.7,64.8,3228.0,342.25,14.717509649121565
"vancouver, british columbia",2014,6281,-5588,"Vancouver (CMA), British Columbia",CMA,British Columbia,1197.625,0.2958340330065362,0.1423684422051365,2513078.0,25177,3.641351362751176,6.2,64.1,3282.0,351.5,14.737018854643326
"vancouver, british columbia",2015,9079,-9929,"Vancouver (CMA), British Columbia",CMA,British Columbia,1249.5,0.29274260841665545,0.14669963946187706,2537041.0,34755,3.496593078314462,6.2,64.1,3569.0,376.875,14.7465089992707
"vancouver, british columbia",2016,5707,-13101,"Vancouver (CMA), British Columbia",CMA,British Columbia,1317.75,0.29318282922451444,0.14932207389297858,2585090.0,28053,3.194086085977664,6.1,65.2,4196.0,425.875,14.765270881566178
"vancouver, british columbia",2017,3753,-14444,"Vancouver (CMA), British Columbia",CMA,British Columbia,1404.375,0.29420490679981526,0.15261124662643197,2619630.0,33300,2.9256039975110992,5.3,66.1,4219.0,492.625,14.778543644390556
"vancouver, british columbia",2018,3344,-11848,"Vancouver (CMA), British Columbia",CMA,British Columbia,1497.625,0.2964483207980907,0.15545152591065256,2663557.0,34579,2.8604606546809395,4.6,65.7,4749.0,481.125,14.795173005523196
"victoria, british columbia",2001,701,821,"Victoria (CMA), British Columbia",CMA,British Columbia,678.125,0.29170784103114933,0.1719195949056314,325850.0,827,-1.611170784103115,7.7,64.0,1760.0,81.0,12.694192431760527
"victoria, british columbia",2002,1319,336,"Victoria (CMA), British Columbia",CMA,British Columbia,697.875,0.28710454129838464,0.17168850960073148,328100.0,667,-0.9326424870466321,8.5,65.0,1949.0,85.25,12.701073718949193
"victoria, british columbia",2003,1834,-91,"Victoria (CMA), British Columbia",CMA,British Columbia,716.625,0.28273666306515705,0.1719887293934634,330417.0,919,-1.3588889191536755,8.0,65.5,2050.0,93.875,12.708110772089814
"victoria, british columbia",2004,1994,18,"Victoria (CMA), British Columbia",CMA,British Columbia,727.75,0.2783459595959596,0.17252585377585378,332640.0,1107,-1.488095238095238,7.2,65.3,2263.0,100.0,12.71481610309184
"victoria, british columbia",2005,1356,203,"Victoria (CMA), British Columbia",CMA,British Columbia,763.5,0.2734263132042332,0.1724513641843919,335915.0,1163,-0.6430198115594719,5.9,65.4,2414.0,113.875,12.72461343075099
"victoria, british columbia",2006,2047,594,"Victoria (CMA), British Columbia",CMA,British Columbia,801.875,0.268202716177937,0.17272467886211146,339963.0,1225,-0.9383374073060892,4.9,65.8,2432.0,155.625,12.736592067141222
"victoria, british columbia",2007,2596,1000,"Victoria (CMA), British Columbia",CMA,British Columbia,836.25,0.26696350053611234,0.1732358689840744,342279.0,1455,-1.0751462987796505,4.4,66.2,2838.0,132.875,12.743381472943057
"victoria, british columbia",2008,2617,1726,"Victoria (CMA), British Columbia",CMA,British Columbia,898.875,0.2668730075390805,0.17402541647690847,344737.0,1412,-0.7338927936368884,4.8,66.4,2947.0,152.375,12.750537086460156
"victoria, british columbia",2009,2282,1300,"Victoria (CMA), British Columbia",CMA,British Columbia,932.75,0.2668968565589768,0.17513662143234368,348408.0,1621,-0.04592317053569378,7.8,66.2,2911.0,151.0,12.761129485809374
"victoria, british columbia",2010,1610,640,"Victoria (CMA), British Columbia",CMA,British Columbia,947.625,0.2670797557880841,0.17675207255802308,351498.0,1299,-0.4751093889581164,7.8,65.8,3020.0,158.125,12.769959300316243
"victoria, british columbia",2011,1148,1482,"Victoria (CMA), British Columbia",CMA,British Columbia,962.125,0.2665819474267949,0.18003783999977307,352537.0,1478,-0.29784107767411644,7.6,65.2,3046.0,165.125,12.772910860265076
"victoria, british columbia",2012,938,1425,"Victoria (CMA), British Columbia",CMA,British Columbia,979.25,0.2668008261399142,0.18377989670463826,358777.0,1238,-0.25085220067061154,6.9,65.3,3025.0,157.625,12.790456304548018
"victoria, british columbia",2013,2201,1454,"Victoria (CMA), British Columbia",CMA,British Columbia,988.75,0.2672528833585887,0.18745050542693437,364939.0,1292,-0.11782791096594225,6.7,64.8,3228.0,163.0,12.807485495310305
"victoria, british columbia",2014,3101,1714,"Victoria (CMA), British Columbia",CMA,British Columbia,1011.625,0.26623024282262747,0.1918447230958198,370435.0,1517,-0.6289902412029101,6.2,64.1,3282.0,165.5,12.822433269730636
"victoria, british columbia",2015,3791,2606,"Victoria (CMA), British Columbia",CMA,British Columbia,1044.125,0.2627997632290439,0.19779973656564795,375046.0,1784,-0.4639430896476699,6.2,64.1,3569.0,171.5,12.834803964096274
"victoria, british columbia",2016,2845,2161,"Victoria (CMA), British Columbia",CMA,British Columbia,1104.5,0.26251819126819126,0.20164760914760915,384800.0,1701,-1.613825363825364,6.1,65.2,4196.0,212.625,12.860478997773688
"victoria, british columbia",2017,2757,2149,"Victoria (CMA), British Columbia",CMA,British Columbia,1188.25,0.2658633777548007,0.20568069265753328,390727.0,1915,-1.2899031804815126,5.3,66.1,4219.0,276.5,12.87576438538691
"victoria, british columbia",2018,2990,1912,"Victoria (CMA), British Columbia",CMA,British Columbia,1281.875,0.26929885749252724,0.21007330481051803,397109.0,2048,-1.9264232238503787,4.6,65.7,4749.0,265.375,12.891966081178804
"windsor, ontario",2001,-41,352,"Windsor (CMA), Ontario",CMA,Ontario,671.5,0.31638099726454044,0.12414068663108178,390428.0,3949,3.9418279426680463,6.3,67.3,11733.0,0.0,12.874998852260699
"windsor, ontario",2002,-107,158,"Windsor (CMA), Ontario",CMA,Ontario,701.375,0.31402534221049344,0.12394365487857696,397124.0,2573,3.565636929523272,7.1,67.8,11392.0,2.75,12.892003853469811
"windsor, ontario",2003,-233,-247,"Windsor (CMA), Ontario",CMA,Ontario,713.125,0.31066120602464264,0.12435416448689396,401418.0,2986,3.7666472355499754,6.9,68.5,11983.0,1.0,12.902758557388283
"windsor, ontario",2004,-636,-770,"Windsor (CMA), Ontario",CMA,Ontario,701.625,0.3071888645209729,0.12494566613320689,404904.0,2977,3.610732420524371,6.8,68.4,12956.0,-17.0,12.91140528095392
"windsor, ontario",2005,-1195,-1117,"Windsor (CMA), Ontario",CMA,Ontario,713.75,0.30214398145533394,0.12605805521654678,407233.0,3072,3.8233640201064256,6.6,68.0,13664.0,-27.25,12.917140782192153
"windsor, ontario",2006,-1851,-1433,"Windsor (CMA), Ontario",CMA,Ontario,696.625,0.2963366474803587,0.12835811394757266,408451.0,2581,3.760549000981758,6.4,67.7,13825.0,-47.0,12.9201272350471
"windsor, ontario",2007,-1860,-1792,"Windsor (CMA), Ontario",CMA,Ontario,698.25,0.28844310523651057,0.1314510143189292,406874.0,2480,3.145937071427518,6.4,67.7,14059.0,-58.75,12.916258834184655
"windsor, ontario",2008,-1786,-1729,"Windsor (CMA), Ontario",CMA,Ontario,700.0,0.28035774862018675,0.13548292844779986,403859.0,2016,3.2684674601779333,6.6,67.6,14194.0,-77.875,12.908821086124167
"windsor, ontario",2009,-737,-1187,"Windsor (CMA), Ontario",CMA,Ontario,672.375,0.27165543852122703,0.1403572221376959,400927.0,2096,2.9356965233072354,9.2,67.1,13807.0,-116.25,12.901534644828743
"windsor, ontario",2010,-228,-655,"Windsor (CMA), Ontario",CMA,Ontario,683.5,0.26373530191406463,0.14460515852176392,399882.0,1978,2.048104190736267,8.8,67.0,13919.0,-118.125,12.89892478256906
"windsor, ontario",2011,-954,-321,"Windsor (CMA), Ontario",CMA,Ontario,689.0,0.25754947676150286,0.1486618059674969,399531.0,1684,2.350255674778678,8.0,66.7,14412.0,-130.125,12.89804663817422
"windsor, ontario",2012,-1044,-232,"Windsor (CMA), Ontario",CMA,Ontario,713.125,0.2546471557708635,0.15439994006892074,400460.0,1958,2.105079158967188,8.0,66.2,14635.0,-124.375,12.90036916534664
"windsor, ontario",2013,-881,-218,"Windsor (CMA), Ontario",CMA,Ontario,719.25,0.2518468621298537,0.15855896461800972,403793.0,1867,1.9366358505471861,7.6,66.3,14241.0,-135.0,12.908657649396103
"windsor, ontario",2014,-765,-241,"Windsor (CMA), Ontario",CMA,Ontario,726.625,0.2491822623129695,0.16362653395246876,405081.0,1482,1.6046173481353112,7.4,65.9,15137.0,-151.625,12.911842326091342
"windsor, ontario",2015,15,-98,"Windsor (CMA), Ontario",CMA,Ontario,749.625,0.2464205419476985,0.16871031041691317,405648.0,2821,1.2325957480377074,6.8,65.3,14708.0,-174.5,12.913241067452374
"windsor, ontario",2016,158,295,"Windsor (CMA), Ontario",CMA,Ontario,789.375,0.24305305383274753,0.17189675484631037,410828.0,1879,1.185410926227034,6.6,65.0,15588.0,-164.125,12.925929914402188
"windsor, ontario",2017,437,959,"Windsor (CMA), Ontario",CMA,Ontario,795.875,0.24189737352802185,0.17479028284529266,416871.0,2467,0.8659753257002766,6.1,65.2,15887.0,-200.875,12.940532100403592
"windsor, ontario",2018,394,78,"Windsor (CMA), Ontario",CMA,Ontario,848.375,0.24349027028421227,0.1762580397067134,426477.0,2625,0.5697845370324777,5.7,64.9,17095.0,-211.125,12.963313717144384
"winnipeg, manitoba",2001,-2681,927,"Winnipeg (CMA), Manitoba",CMA,Manitoba,532.5,0.3058887560065598,0.13369474144042853,698195.0,3586,2.6067216178861203,5.0,67.7,457.0,0.0,13.456253712355588
"winnipeg, manitoba",2002,-1902,504,"Winnipeg (CMA), Manitoba",CMA,Manitoba,550.875,0.3021140466146638,0.13335763108327628,702397.0,3755,2.4117415080075797,5.1,68.9,454.0,0.0,13.462254050223308
"winnipeg, manitoba",2003,-1853,45,"Winnipeg (CMA), Manitoba",CMA,Manitoba,571.25,0.29837130324041317,0.13330691948492995,706700.0,5527,2.6036507711900385,4.9,68.6,455.0,0.0,13.468361526678946
"winnipeg, manitoba",2004,-4924,-53,"Winnipeg (CMA), Manitoba",CMA,Manitoba,584.875,0.2944599418519807,0.13282697035349056,712664.0,5874,2.40085089186489,5.3,68.9,518.0,0.0,13.476765340077238
"winnipeg, manitoba",2005,-4874,-183,"Winnipeg (CMA), Manitoba",CMA,Manitoba,602.625,0.28940456871452314,0.1329478314470578,715431.0,6910,2.8234728436425036,4.7,68.4,582.0,0.0,13.480640437269686
"winnipeg, manitoba",2006,-3736,444,"Winnipeg (CMA), Manitoba",CMA,Manitoba,627.0,0.28418966008916835,0.1339403086810458,718865.0,8208,3.018647451190418,4.5,68.5,562.0,0.0,13.485428858295062
"winnipeg, manitoba",2007,-2980,865,"Winnipeg (CMA), Manitoba",CMA,Manitoba,657.875,0.2816829065011948,0.13438497683781486,722298.0,7904,2.9392300684758923,4.6,69.1,600.0,0.0,13.490193075102528
"winnipeg, manitoba",2008,-2482,1160,"Winnipeg (CMA), Manitoba",CMA,Manitoba,685.375,0.27900511022582214,0.13556350877386253,726191.0,9703,3.368259865517474,4.3,69.4,588.0,0.0,13.495568344605488
"winnipeg, manitoba",2009,-2067,301,"Winnipeg (CMA), Manitoba",CMA,Manitoba,701.125,0.27684141455342637,0.13625642361845308,733037.0,10512,3.605547878210786,5.4,69.2,656.0,0.0,13.50495145708461
"winnipeg, manitoba",2010,-2511,713,"Winnipeg (CMA), Manitoba",CMA,Manitoba,751.25,0.2750776433191607,0.13713472501155527,739922.0,13176,3.1435745929976404,5.4,69.5,671.0,0.0,13.514300054219406
"winnipeg, manitoba",2011,-2891,459,"Winnipeg (CMA), Manitoba",CMA,Manitoba,777.875,0.2751194927610665,0.13783788470799477,749627.0,12584,3.415031742453247,5.5,69.3,654.0,0.0,13.527331028467918
"winnipeg, manitoba",2012,-3153,133,"Winnipeg (CMA), Manitoba",CMA,Manitoba,797.125,0.27691880941331753,0.14028346175133138,760667.0,10669,3.6257652823114452,5.4,68.9,691.0,0.0,13.541950958948046
"winnipeg, manitoba",2013,-4731,713,"Winnipeg (CMA), Manitoba",CMA,Manitoba,868.75,0.2782179362146144,0.14285027874777126,770051.0,12941,3.432240202272317,5.5,68.7,706.0,0.0,13.554212025402741
"winnipeg, manitoba",2014,-4705,419,"Winnipeg (CMA), Manitoba",CMA,Manitoba,893.125,0.28006002265586155,0.1447847949439498,780372.0,12488,3.248450738878381,5.5,68.2,765.0,0.0,13.567526008051033
"winnipeg, manitoba",2015,-3789,268,"Winnipeg (CMA), Manitoba",CMA,Manitoba,925.125,0.2811499822611537,0.14633222523410858,792047.0,14073,3.493479553612349,5.7,68.7,805.0,0.0,13.582376012470155
"winnipeg, manitoba",2016,-4015,1189,"Winnipeg (CMA), Manitoba",CMA,Manitoba,960.125,0.283717405164565,0.14783809195396597,806186.0,12586,3.334218158092549,6.1,68.0,818.0,0.0,13.60006976409641
"winnipeg, manitoba",2017,-5134,770,"Winnipeg (CMA), Manitoba",CMA,Manitoba,1003.125,0.28635616291650084,0.1497425450013813,821697.0,11284,3.489120685605521,5.3,67.6,863.0,0.0,13.619126992945109
"winnipeg, manitoba",2018,-5603,501,"Winnipeg (CMA), Manitoba",CMA,Manitoba,1057.375,0.2878070628190681,0.1519108459503574,835049.0,12853,3.0189845146811747,6.0,67.6,825.0,0.0,13.635245684745964
