outcome,train_mean,train_sd,train_min,train_max,test_mean,test_sd,test_min,test_max
net_interprovincial_rate,0.09059595439752854,3.800172219426584,-12.820361100263113,17.928286852589643,0.1019734614424723,4.749341958962146,-15.12620061546113,14.48201593797114
net_intraprovincial_rate,3.480364615844333,4.349975501723759,-10.683355844981328,22.473429080913355,4.410725845145455,6.607793094406938,-15.53696297098495,25.811350613218988
