feature,vif
log_population,1452.3728838118127
participation_rate,1203.6388842174115
share_25_44,539.0897568814804
share_65plus,159.53927605794536
avg_rent,28.533526880019174
unemployment_rate,27.35653260626939
cma_size_Small,10.407923190432637
natural_increase_rate,9.27107544689134
cma_size_Medium,5.02005275494772
rd_provincial,3.6195169170077377
intl_inmigration,3.561374158906902
rent_deviation,2.8853492248113035
